gen,plant_id_name,leaflet_id,DPI,leafletweight_ug,CFU,LOG_Y
5425,3,A,0,15.2,21000,7.702863057
5425,3,A,0,15.2,16000,7.821409865
5425,3,A,0,15.2,14000,7.908776634
5425,3,A,3,18.4,220000,8.117346009
5425,3,A,3,18.4,160000,8.127487577
5425,3,A,3,18.4,260000,8.169373155
5425,3,A,6,16.2,2400000,8.56563548
5425,3,A,9,23.4,4000000,8.620586745
5425,3,A,6,16.2,2500000,8.676509791
5425,3,A,9,23.4,5000000,8.597807699
5425,3,A,9,23.4,3000000,8.651866602
5425,3,A,6,16.2,3300000,8.660332696
5425,3,B,3,27.8,11000,7.722807167
5425,3,B,3,27.8,27000,7.802538158
5425,3,B,3,27.8,15000,7.815469392
5425,3,B,0,21.3,23000,7.448910444
5425,3,B,0,21.3,80000,7.476571816
5425,3,B,0,21.3,39000,7.506887885
5425,3,B,6,21,1500000,8.473492139
5425,3,B,6,21,1200000,8.488407598
5425,3,B,6,21,2100000,8.498303299
5425,3,B,9,22.5,17000000,8.882113377
5425,3,B,9,22.5,14000000,8.924991688
5425,3,B,9,22.5,17000000,8.961208628
5425,3,C,0,7.5,210000,8.097999929
5425,3,C,0,7.5,150000,8.10013286
5425,3,C,0,7.5,310000,8.103737005
5425,3,C,3,20.7,1700000,8.324318042
5425,3,C,3,20.7,2100000,8.328075935
5425,3,C,3,20.7,1500000,8.393571532
5425,3,C,9,14.5,8000000,8.961292539
5425,3,C,9,14.5,6000000,9.011254573
5425,3,C,9,14.5,6000000,9.027692608
5425,3,C,6,15,3000000,8.878400768
5425,3,C,6,15,11000000,8.920646393
5425,3,C,6,15,6000000,8.951968125
5425,5,A,0,11.9,7000,7.689613895
5425,5,A,0,11.9,3000,7.751431664
5425,5,A,0,11.9,8000,7.783575816
5425,5,A,6,15.2,1800000,8.973874086
5425,5,A,6,15.2,2100000,9.034108325
5425,5,A,6,15.2,1900000,9.049259831
5425,5,A,9,9.2,17000000,8.688864894
5425,5,A,9,9.2,12000000,8.703902559
5425,5,A,3,6.2,1800000,8.763165906
5425,5,A,9,9.2,16000000,8.935327078
5425,5,A,3,6.2,1800000,8.951621305
5425,5,A,3,6.2,2400000,8.980164873
5425,5,B,0,15.8,3000,7.662689354
5425,5,B,0,15.8,2000,7.668338958
5425,5,B,0,15.8,2000,7.691010598
5425,5,B,9,16.1,NA,8.842910123
5425,5,B,9,16.1,24000000,8.856096327
5425,5,B,9,16.1,17000000,8.948986128
5425,5,B,3,17.2,3800000,8.84884547
5425,5,B,6,16.5,12000000,8.855743403
5425,5,B,6,16.5,3000000,8.95143242
5425,5,B,3,17.2,3200000,8.667747339
5425,5,B,3,17.2,3300000,8.680479445
5425,5,B,6,16.5,7000000,8.788037783
5425,5,C,0,12.7,3000,7.543899338
5425,5,C,0,12.7,2000,7.67856826
5425,5,C,0,12.7,3000,7.705435971
5425,5,C,3,13,900000,8.535891768
5425,5,C,3,13,500000,8.614182647
5425,5,C,3,13,600000,8.692657823
5425,5,C,9,12,9000000,8.989370105
5425,5,C,9,12,6000000,9.014847635
5425,5,C,9,12,11000000,9.073984111
5425,5,C,6,12.6,20000000,8.788146016
5425,5,C,6,12.6,7000000,8.798535863
5425,5,C,6,12.6,3000000,8.801530905
5425,7,A,9,14.2,19000000,8.310076516
5425,7,A,9,14.2,20000000,8.391490433
5425,7,A,0,22.2,400000,8.41398782
5425,7,A,9,14.2,33000000,9.555211086
5425,7,A,0,22.2,600000,9.56986026
5425,7,A,6,19.1,10000000,9.581294894
5425,7,A,0,22.2,500000,8.398229428
5425,7,A,6,19.1,13000000,8.471249826
5425,7,A,6,19.1,8000000,8.481871289
5425,7,A,3,20.5,11000000,8.255017933
5425,7,A,3,20.5,13000000,8.298512581
5425,7,A,3,20.5,18000000,8.332655167
5425,7,B,9,15.4,11000000,8.349421925
5425,7,B,9,15.4,14000000,8.391855846
5425,7,B,0,32.5,600000,8.465099259
5425,7,B,0,32.5,200000,9.536323186
5425,7,B,0,32.5,400000,9.564916569
5425,7,B,6,22.6,17000000,9.565027511
5425,7,B,6,22.6,11000000,8.526614822
5425,7,B,6,22.6,11000000,8.545242272
5425,7,B,3,26.5,16000000,8.580458082
5425,7,B,3,26.5,16000000,7.965207418
5425,7,B,3,26.5,13000000,8.077713779
5425,7,B,9,15.4,25000000,NA
5425,7,C,6,21.9,4000000,8.354941604
5425,7,C,0,30.7,600000,8.41819668
5425,7,C,6,21.9,6000000,8.453478768
5425,7,C,6,21.9,8000000,9.418551679
5425,7,C,9,10.2,21000000,9.469414985
5425,7,C,9,10.2,32000000,9.487447335
5425,7,C,0,30.7,500000,8.347081167
5425,7,C,9,10.2,17000000,8.368262103
5425,7,C,0,30.7,300000,8.406752072
5425,7,C,3,20,4000000,8.407601041
5425,7,C,3,20,2000000,8.409170122
5425,7,C,3,20,6000000,8.439070803
5425,14,A,0,23.3,10000,7.430453734
5425,14,A,0,23.3,10000,7.467260044
5425,14,A,0,23.3,12000,7.54157043
5425,14,A,3,33.1,8000000,8.416378936
5425,14,A,3,33.1,7000000,8.483875735
5425,14,A,3,33.1,6000000,8.494611256
5425,14,A,6,17.5,7000000,8.949160638
5425,14,A,6,17.5,11000000,8.95069893
5425,14,A,6,17.5,7000000,8.978539195
5425,14,A,9,38.7,32000000,9.061369242
5425,14,A,9,38.7,36000000,9.123640285
5425,14,A,9,38.7,30000000,9.131577546
5425,14,B,0,27.4,23000,7.573746887
5425,14,B,0,27.4,130000,7.578115324
5425,14,B,0,27.4,11000,7.773636506
5425,14,B,6,23.7,7000000,8.861315102
5425,14,B,6,23.7,7000000,8.887707886
5425,14,B,6,23.7,3000000,8.898254846
5425,14,B,3,23.9,13000000,8.74964509
5425,14,B,3,23.9,10000000,8.756742054
5425,14,B,3,23.9,22000000,8.788998605
5425,14,B,9,34.8,10000000,8.964752721
5425,14,B,9,34.8,17000000,9.017732036
5425,14,B,9,34.8,11000000,9.021530931
5425,14,C,0,25.1,9000,7.261545735
5425,14,C,0,25.1,10000,7.3121585
5425,14,C,0,25.1,12000,7.324556896
5425,14,C,6,19.4,NA,8.988802535
5425,14,C,3,26.7,17000000,9.012542906
5425,14,C,6,19.4,NA,9.047288611
5425,14,C,3,26.7,12000000,8.963539965
5425,14,C,6,19.4,NA,9.001241397
5425,14,C,9,37,22000000,9.023054268
5425,14,C,9,37,19000000,9.03220821
5425,14,C,3,26.7,19000000,9.046588486
5425,14,C,9,37,30000000,9.095171708
5425,22,A,3,22.4,12000000,8.454640853
5425,22,A,9,17.3,9000000,8.457666576
5425,22,A,6,21.5,18000000,8.483450662
5425,22,A,6,21.5,12000000,6.870054566
5425,22,A,0,32.3,300000,9.72311711
5425,22,A,0,32.3,100000,9.777356523
5425,22,A,9,17.3,3000000,8.374915804
5425,22,A,6,21.5,14000000,8.384819477
5425,22,A,0,32.3,400000,8.476822845
5425,22,A,9,17.3,5000000,8.258876134
5425,22,A,3,22.4,8000000,8.473261029
5425,22,A,3,22.4,16000000,8.511175419
5425,22,B,0,32,NA,6.328586342
5425,22,B,6,33.6,6000000,8.291595599
5425,22,B,6,33.6,7000000,8.304014354
5425,22,B,6,33.6,4000000,8.810305713
5425,22,B,0,32,100000,8.849512123
5425,22,B,0,32,200000,8.852010486
5425,22,B,9,24.7,17000000,8.024436796
5425,22,B,9,24.7,15000000,8.120303231
5425,22,B,9,24.7,5000000,8.233858294
5425,22,B,3,38,100000,8.345013679
5425,22,B,3,38,300000,8.35941377
5425,22,B,3,38,200000,8.443512475
5425,22,C,6,37,2000000,8.547485048
5425,22,C,6,37,3000000,8.548344398
5425,22,C,6,37,3000000,8.563670833
5425,22,C,9,25.5,16000000,8.837475662
5425,22,C,9,25.5,19000000,9.774838461
5425,22,C,9,25.5,20000000,9.799739313
5425,22,C,0,22.4,1300000,7.861229156
5425,22,C,0,22.4,1300000,7.945173981
5425,22,C,0,22.4,1600000,7.990332569
5425,22,C,3,29.3,33000000,8.260695709
5425,22,C,3,29.3,35000000,8.449442061
5425,22,C,3,29.3,33000000,8.455824507
5425,31,A,0,13,10000,4.311857167
5425,31,A,0,13,5000,4.588990888
5425,31,A,0,13,11000,4.646388574
5425,31,A,9,15.6,9000000,9.290643889
5425,31,A,6,15.3,6000000,9.397578648
5425,31,A,6,15.3,11000000,9.406307283
5425,31,A,9,15.6,7000000,6.260791579
5425,31,A,6,15.3,6000000,6.534337901
5425,31,A,9,15.6,9000000,6.671578158
5425,31,A,3,16.9,43000000,5.825847546
5425,31,A,3,16.9,38000000,6.61295487
5425,31,A,3,16.9,30000000,7.073811196
5425,31,B,0,18.1,9000,4.875719925
5425,31,B,0,18.1,1000,5.258195081
5425,31,B,0,18.1,10000,5.319761969
5425,31,B,6,24.6,10000000,9.44935366
5425,31,B,6,24.6,3000000,9.484782931
5425,31,B,6,24.6,3000000,9.532960379
5425,31,B,9,15.8,60000000,6.227803193
5425,31,B,9,15.8,60000000,6.525185037
5425,31,B,9,15.8,30000000,6.565681298
5425,31,B,3,21.7,NA,7.255433188
5425,31,B,3,21.7,NA,7.349867747
5425,31,B,3,21.7,NA,7.357315525
5425,31,C,0,12.9,2000,4.362025548
5425,31,C,0,12.9,8000,4.397524221
5425,31,C,0,12.9,11000,4.999970549
5425,31,C,9,14.7,3000000,9.390030292
5425,31,C,9,14.7,2000000,9.418742132
5425,31,C,9,14.7,4000000,9.475351253
5425,31,C,6,11.2,6000000,6.584758265
5425,31,C,6,11.2,5000000,6.670397624
5425,31,C,6,11.2,7000000,6.881226909
5425,31,C,3,14.7,NA,5.306338969
5425,31,C,3,14.7,NA,5.470476829
5425,31,C,3,14.7,NA,5.789204439
5425,34,A,9,22.3,5000000,8.628473234
5425,34,A,9,22.3,3000000,8.636026719
5425,34,A,9,22.3,8000000,8.701386751
5425,34,A,0,30.6,1600000,9.513980098
5425,34,A,0,30.6,700000,9.581554761
5425,34,A,0,30.6,1400000,9.675894259
5425,34,A,6,13.1,30000000,8.810851838
5425,34,A,6,13.1,60000000,8.828502541
5425,34,A,3,16.9,16000000,NA
5425,34,A,3,16.9,17000000,8.261862956
5425,34,A,3,16.9,15000000,8.294853268
5425,34,A,6,13.1,50000000,8.324592008
5425,34,B,3,21.7,2000000,8.334292595
5425,34,B,0,25.1,300000,8.403227163
5425,34,B,0,25.1,200000,8.4400154
5425,34,B,0,25.1,500000,4.63307356
5425,34,B,9,24.2,50000000,9.214376937
5425,34,B,9,24.2,30000000,9.241563495
5425,34,B,9,24.2,40000000,8.71356777
5425,34,B,6,15.1,50000000,8.740214979
5425,34,B,6,15.1,40000000,8.775680841
5425,34,B,6,15.1,10000000,8.5215588
5425,34,B,3,21.7,1300000,8.529822539
5425,34,B,3,21.7,8000000,8.534158252
5425,34,C,6,15.9,70000000,8.651148867
5425,34,C,9,20.8,30000000,8.742489219
5425,34,C,6,15.9,20000000,8.762118267
5425,34,C,9,20.8,20000000,9.131947296
5425,34,C,6,15.9,20000000,9.157140842
5425,34,C,9,20.8,50000000,9.16818923
5425,34,C,0,23.9,600000,8.365233223
5425,34,C,0,23.9,800000,8.403606836
5425,34,C,0,23.9,500000,8.456201912
5425,34,C,3,14.7,6000000,8.379494734
5425,34,C,3,14.7,1000000,8.416789338
5425,34,C,3,14.7,900000,8.479621435
5425,47,A,0,35.4,400000,8.517955889
5425,47,A,0,35.4,200000,8.588158768
5425,47,A,0,35.4,300000,8.588623938
5425,47,A,6,12.8,20000000,9.925416059
5425,47,A,9,17.1,14000000,9.963267701
5425,47,A,9,17.1,16000000,9.983966213
5425,47,A,6,12.8,30000000,8.670137981
5425,47,A,6,12.8,20000000,8.726444248
5425,47,A,9,17.1,13000000,8.731585497
5425,47,A,3,15.5,11000000,8.696146136
5425,47,A,3,15.5,14000000,8.722951268
5425,47,A,3,15.5,15000000,8.733602949
5425,47,B,0,40.2,200000,8.439289254
5425,47,B,0,40.2,200000,8.463945508
5425,47,B,0,40.2,100000,8.553178187
5425,47,B,9,36.9,13000000,9.673208742
5425,47,B,6,12,20000000,9.820787849
5425,47,B,9,36.9,8000000,9.843040988
5425,47,B,6,12,13000000,8.627652773
5425,47,B,9,36.9,14000000,8.643969193
5425,47,B,6,12,20000000,8.660344838
5425,47,B,3,19.7,10000000,8.613356599
5425,47,B,3,19.7,15000000,8.640851762
5425,47,B,3,19.7,12000000,8.649643849
5425,47,C,0,26.3,300000,8.373663472
5425,47,C,0,26.3,100000,8.442899155
5425,47,C,0,26.3,400000,8.510062106
5425,47,C,6,9.4,13000000,9.675287584
5425,47,C,9,25.1,13000000,9.680513436
5425,47,C,9,25.1,13000000,9.708557953
5425,47,C,6,9.4,9000000,8.65253361
5425,47,C,9,25.1,7000000,8.697851806
5425,47,C,6,9.4,13000000,8.728227514
5425,47,C,3,16.6,10000000,8.680500602
5425,47,C,3,16.6,9000000,8.68501786
5425,47,C,3,16.6,9000000,8.714613622
5425,53,A,0,16.1,NA,8.015398724
5425,53,A,0,16.1,2000,8.033298614
5425,53,A,0,16.1,3000,8.047351273
5425,53,A,3,20.1,220000,8.270940097
5425,53,A,3,20.1,140000,8.399563226
5425,53,A,9,32,1400000,8.726400035
5425,53,A,3,20.1,150000,8.862822605
5425,53,A,9,32,2200000,8.877314535
5425,53,A,9,32,2000000,8.919796456
5425,53,A,6,31.3,NA,8.72550474
5425,53,A,6,31.3,NA,8.750833168
5425,53,A,6,31.3,NA,8.837385337
5425,53,B,0,19.5,6000,7.984343842
5425,53,B,0,19.5,11000,8.006782384
5425,53,B,0,19.5,11000,8.073712021
5425,53,B,9,33.4,600000,8.612122187
5425,53,B,9,33.4,500000,8.622973678
5425,53,B,9,33.4,300000,8.641086432
5425,53,B,3,25.1,70000,8.816421523
5425,53,B,3,25.1,90000,8.820150024
5425,53,B,3,25.1,110000,8.823493794
5425,53,B,6,42.1,NA,8.296176003
5425,53,B,6,42.1,NA,8.313416294
5425,53,B,6,42.1,NA,8.320651017
5425,53,C,0,15.3,NA,7.924768451
5425,53,C,0,15.3,4000,7.956053358
5425,53,C,0,15.3,NA,8.009538509
5425,53,C,3,24.2,370000,8.06516987
5425,53,C,3,24.2,420000,8.147718583
5425,53,C,3,24.2,430000,8.260518558
5425,53,C,6,32.5,NA,8.265286995
5425,53,C,6,32.5,NA,8.282561228
5425,53,C,6,32.5,NA,8.289459132
5425,53,C,9,27.2,800000,8.944488799
5425,53,C,9,27.2,1100000,8.959337434
5425,53,C,9,27.2,1100000,8.962105054
5425,56,A,9,21.4,NA,8.253674756
5425,56,A,9,21.4,NA,8.284380583
5425,56,A,9,21.4,10000,8.379307222
5425,56,A,6,12.3,1600000,8.95562132
5425,56,A,6,12.3,1100000,9.007215437
5425,56,A,6,12.3,1400000,NA
5425,56,A,0,17.5,100000,7.939858625
5425,56,A,0,17.5,70000,8.023787801
5425,56,A,0,17.5,90000,8.039835868
5425,56,A,3,12.1,900000,7.416876943
5425,56,A,3,12.1,900000,7.660383372
5425,56,A,3,12.1,800000,7.725762103
5425,56,B,9,23.8,1100000,8.275413769
5425,56,B,9,23.8,1100000,8.277904233
5425,56,B,9,23.8,1400000,8.331379195
5425,56,B,6,16.5,1300000,9.483073182
5425,56,B,6,16.5,1600000,9.491489705
5425,56,B,6,16.5,1800000,9.504126273
5425,56,B,0,25.2,30000,7.898759006
5425,56,B,0,25.2,50000,8.007514626
5425,56,B,0,25.2,100000,8.051749334
5425,56,B,3,13.3,4000000,7.638702004
5425,56,B,3,13.3,3000000,7.697577759
5425,56,B,3,13.3,5000000,7.772143376
5425,56,C,6,10.3,300000,8.164111451
5425,56,C,6,10.3,300000,8.205845319
5425,56,C,6,10.3,100000,8.26302541
5425,56,C,0,23.6,80000,9.373571555
5425,56,C,9,22.4,5000000,9.504155916
5425,56,C,0,23.6,110000,9.506321047
5425,56,C,0,23.6,90000,7.516585121
5425,56,C,9,22.4,5000000,7.575003081
5425,56,C,9,22.4,NA,7.60749217
5425,56,C,3,12.4,2000000,8.17052217
5425,56,C,3,12.4,5000000,8.315551847
5425,56,C,3,12.4,5000000,8.435378936
5425,57,A,0,14.1,60000,7.191795961
5425,57,A,0,14.1,80000,7.261203007
5425,57,A,0,14.1,70000,7.331288927
5425,57,A,6,15,500000,8.191528488
5425,57,A,3,9.5,4000000,8.195575407
5425,57,A,3,9.5,10000000,8.226941324
5425,57,A,6,15,1400000,8.146971933
5425,57,A,6,15,1800000,8.201721082
5425,57,A,3,9.5,6000000,8.21147349
5425,57,A,9,10,2100000,8.664323493
5425,57,A,9,10,1500000,8.682065086
5425,57,A,9,10,2300000,8.705462537
5425,57,B,0,14,NA,6.778378458
5425,57,B,0,14,NA,6.829325093
5425,57,B,0,14,NA,6.847697112
5425,57,B,3,13.8,1200000,7.66841018
5425,57,B,3,13.8,1000000,7.672214208
5425,57,B,3,13.8,5000000,7.720233658
5425,57,B,6,18,1500000,8.031588595
5425,57,B,6,18,1700000,8.04831675
5425,57,B,6,18,1800000,8.063691534
5425,57,B,9,18.2,400000,8.213255501
5425,57,B,9,18.2,300000,8.235670181
5425,57,B,9,18.2,600000,8.257257748
5425,57,C,0,15.2,800000,6.834529633
5425,57,C,0,15.2,300000,7.024460747
5425,57,C,0,15.2,200000,7.029614425
5425,57,C,6,17.6,1200000,8.241908928
5425,57,C,6,17.6,1700000,8.260603055
5425,57,C,6,17.6,2500000,8.318529761
5425,57,C,3,9.7,NA,8.038189823
5425,57,C,3,9.7,NA,8.039857219
5425,57,C,3,9.7,NA,8.040660176
5425,57,C,9,12.7,600000,8.610273055
5425,57,C,9,12.7,1100000,8.631320701
5425,57,C,9,12.7,1400000,8.716509946
5425,63,A,0,16.6,12000,2.735600144
5425,63,A,0,16.6,16000,2.774622926
5425,63,A,6,22.3,5000000,3.818631334
5425,63,A,0,16.6,10000,7.393380419
5425,63,A,6,22.3,1000000,7.425485343
5425,63,A,9,21,2000000,7.463959941
5425,63,A,9,21,2000000,3.286486779
5425,63,A,6,22.3,5000000,4.842610545
5425,63,A,9,21,3000000,5.61789582
5425,63,A,3,14.7,400000,5.341972745
5425,63,A,3,14.7,300000,5.611986777
5425,63,A,3,14.7,500000,5.722153483
5425,63,B,6,27.6,140000,4.73444587
5425,63,B,9,27.2,800000,4.871237674
5425,63,B,9,27.2,600000,5.174459995
5425,63,B,6,27.6,70000,7.379766165
5425,63,B,6,27.6,140000,7.479290628
5425,63,B,9,27.2,300000,7.665093564
5425,63,B,0,21.4,34000,3.536268468
5425,63,B,0,21.4,26000,4.508373257
5425,63,B,0,21.4,26000,4.63603573
5425,63,B,3,20.2,400000,4.117847752
5425,63,B,3,20.2,800000,4.129430676
5425,63,B,3,20.2,400000,4.677315488
5425,63,C,6,16.6,120000,4.369519795
5425,63,C,9,18.2,500000,4.522313842
5425,63,C,6,16.6,30000,5.062980225
5425,63,C,6,16.6,80000,7.393678271
5425,63,C,9,18.2,600000,7.573288289
5425,63,C,0,16.9,25000,7.59053684
5425,63,C,9,18.2,700000,1.472983493
5425,63,C,0,16.9,26000,2.851647895
5425,63,C,0,16.9,20000,3.719183774
5425,63,C,3,15.6,500000,2.074250077
5425,63,C,3,15.6,300000,4.005322954
5425,63,C,3,15.6,200000,4.486655966
5425,66,A,3,8.9,NA,4.760437158
5425,66,A,0,22.2,10000,5.000166315
5425,66,A,0,22.2,40000,5.145939081
5425,66,A,0,22.2,30000,0.237084044
5425,66,A,6,16.3,5000000,NA
5425,66,A,6,16.3,5000000,NA
5425,66,A,9,19.7,30000000,7.191732968
5425,66,A,9,19.7,10000000,7.248773772
5425,66,A,6,16.3,1000000,7.270767175
5425,66,A,9,19.7,10000000,7.248917413
5425,66,A,3,8.9,NA,7.250693745
5425,66,A,3,8.9,NA,7.356881243
5425,66,B,3,10.2,NA,4.799306638
5425,66,B,0,22.2,10000,4.844127805
5425,66,B,0,22.2,30000,5.048864611
5425,66,B,0,22.2,30000,0.359752023
5425,66,B,6,22.6,5000000,NA
5425,66,B,6,22.6,8000000,NA
5425,66,B,6,22.6,2000000,6.972639817
5425,66,B,9,25.6,10000000,7.107473303
5425,66,B,9,25.6,40000000,7.187162963
5425,66,B,9,25.6,10000000,7.330992938
5425,66,B,3,10.2,NA,7.478218713
5425,66,B,3,10.2,NA,7.512409916
5425,66,C,0,20.3,50000,5.631097061
5425,66,C,0,20.3,20000,5.641276873
5425,66,C,0,20.3,60000,5.921429522
5425,66,C,6,14.6,3000000,NA
5425,66,C,6,14.6,4000000,NA
5425,66,C,6,14.6,8000000,NA
5425,66,C,9,16.1,30000000,7.225904117
5425,66,C,9,16.1,60000000,7.403269726
5425,66,C,9,16.1,20000000,7.52297845
5425,66,C,3,9.4,NA,7.534349266
5425,66,C,3,9.4,NA,7.538976827
5425,66,C,3,9.4,NA,7.603944944
5425,86,A,0,11.8,800000,5.615633654
5425,86,A,0,11.8,700000,7.479601323
5425,86,A,0,11.8,NA,7.520279298
5425,86,A,3,11.3,5000000,8.23313671
5425,86,A,3,11.3,3000000,8.240696856
5425,86,A,3,11.3,3000000,8.248850112
5425,86,A,6,17.8,9000000,8.36070314
5425,86,A,6,17.8,5000000,8.385744701
5425,86,A,6,17.8,4000000,8.39039893
5425,86,A,9,14.9,1400000,8.658811935
5425,86,A,9,14.9,1100000,8.674015547
5425,86,A,9,14.9,1600000,8.722637262
5425,86,B,0,13.5,140000,5.244789036
5425,86,B,0,13.5,130000,7.194452849
5425,86,B,0,13.5,120000,7.199775132
5425,86,B,3,15,2000000,7.595625945
5425,86,B,3,15,1700000,7.629355034
5425,86,B,3,15,4000000,7.634450189
5425,86,B,6,19.3,2600000,7.997914008
5425,86,B,6,19.3,3300000,7.999739065
5425,86,B,6,19.3,2700000,8.046344577
5425,86,B,9,14.7,2000000,8.823288119
5425,86,B,9,14.7,2300000,8.840548356
5425,86,B,9,14.7,1800000,8.929830991
5425,86,C,0,12.4,1400000,6.687305367
5425,86,C,0,12.4,1400000,7.210984044
5425,86,C,0,12.4,NA,7.324053979
5425,86,C,3,9.4,5000000,8.280332141
5425,86,C,6,17,6000000,8.312023781
5425,86,C,3,9.4,3000000,8.322986148
5425,86,C,6,17,6000000,8.299708112
5425,86,C,3,9.4,3000000,8.321300299
5425,86,C,6,17,5000000,8.352899029
5425,86,C,9,11.2,1900000,8.694781613
5425,86,C,9,11.2,3100000,8.75648221
5425,86,C,9,11.2,3200000,8.762451006
5425,87,A,0,10.6,40000,5.150182215
5425,87,A,0,10.6,110000,7.076080308
5425,87,A,0,10.6,200000,7.115353657
5425,87,A,6,12.2,600000,8.625490447
5425,87,A,6,12.2,900000,8.652907699
5425,87,A,6,12.2,600000,8.67919876
5425,87,A,3,14,19000000,7.815602965
5425,87,A,3,14,18000000,7.843902801
5425,87,A,3,14,14000000,7.86511994
5425,87,A,9,25.7,11000000,8.740278218
5425,87,A,9,25.7,8000000,8.805113175
5425,87,A,9,25.7,3000000,8.820855423
5425,87,B,0,17.7,50000,6.920350591
5425,87,B,0,17.7,40000,7.108391596
5425,87,B,0,17.7,200000,7.137083011
5425,87,B,6,14.6,NA,8.309395572
5425,87,B,6,14.6,400000,8.323527986
5425,87,B,6,14.6,400000,8.374812491
5425,87,B,3,17,25000000,7.468920824
5425,87,B,3,17,13000000,7.485734877
5425,87,B,3,17,14000000,7.540320376
5425,87,B,9,22.5,11000000,8.99570808
5425,87,B,9,22.5,15000000,9.008449086
5425,87,B,9,22.5,10000000,9.018290071
5425,87,C,0,14.1,210000,7.229325644
5425,87,C,0,14.1,1600000,7.258659715
5425,87,C,0,14.1,NA,7.369956681
5425,87,C,6,10.9,200000,8.485732618
5425,87,C,6,10.9,400000,8.497780442
5425,87,C,6,10.9,200000,8.579813082
5425,87,C,3,17.9,40000000,7.511300495
5425,87,C,3,17.9,7000000,7.546971454
5425,87,C,3,17.9,4000000,7.579690247
5425,87,C,9,25.3,3200000,8.619960558
5425,87,C,9,25.3,2200000,8.656719794
5425,87,C,9,25.3,2000000,8.762229651
5425,89,A,6,15.3,70000,5.425888084
5425,89,A,6,15.3,80000,5.582565608
5425,89,A,0,21.4,40000,5.643246528
5425,89,A,0,21.4,50000,8.733685133
5425,89,A,0,21.4,20000,8.817486057
5425,89,A,9,12.3,2000000,8.835362882
5425,89,A,9,12.3,2000000,2.747715778
5425,89,A,9,12.3,3000000,3.779084697
5425,89,A,3,17.8,14000000,NA
5425,89,A,3,17.8,13000000,5.894787205
5425,89,A,3,17.8,16000000,6.029749563
5425,89,A,6,15.3,30000,6.2569886
5425,89,B,9,17.7,900000,5.666259413
5425,89,B,9,17.7,1000000,5.731766236
5425,89,B,6,13.4,190000,5.762848644
5425,89,B,6,13.4,220000,7.792791601
5425,89,B,6,13.4,110000,7.824596317
5425,89,B,9,17.7,1000000,7.960593519
5425,89,B,0,26.2,30000,4.764978489
5425,89,B,0,26.2,60000,4.85304617
5425,89,B,0,26.2,40000,5.142063537
5425,89,B,3,25.6,500000,2.608994157
5425,89,B,3,25.6,400000,4.673974945
5425,89,B,3,25.6,500000,5.301909249
5425,89,C,9,13.2,200000,3.728301315
5425,89,C,9,13.2,200000,3.946858136
5425,89,C,0,22.1,7000,4.070129831
5425,89,C,9,13.2,100000,8.687762532
5425,89,C,0,22.1,2000,8.697923501
5425,89,C,0,22.1,6000,8.716570139
5425,89,C,6,16.1,50000,4.903067268
5425,89,C,6,16.1,80000,5.298780071
5425,89,C,6,16.1,50000,5.694052679
5425,89,C,3,19.4,6000000,2.211831676
5425,89,C,3,19.4,7000000,2.637117486
5425,89,C,3,19.4,3000000,3.7799037
5425,90,A,0,15.5,50000,7.77895433
5425,90,A,0,15.5,25000,7.791220807
5425,90,A,0,15.5,23000,7.805510262
5425,90,A,3,15.6,800000,8.277485507
5425,90,A,3,15.6,1400000,8.320982778
5425,90,A,3,15.6,700000,8.325656654
5425,90,A,9,12.5,1000000,8.692250722
5425,90,A,9,12.5,7000000,8.720734769
5425,90,A,9,12.5,2000000,8.784587908
5425,90,A,6,14.7,3000000,8.607789967
5425,90,A,6,14.7,1000000,8.630948114
5425,90,A,6,14.7,12000000,8.636649607
5425,90,B,0,20.5,19000,7.518460889
5425,90,B,0,20.5,21000,7.648546111
5425,90,B,0,20.5,12000,7.687075064
5425,90,B,3,18.9,1200000,8.357593839
5425,90,B,3,18.9,1500000,8.409845915
5425,90,B,3,18.9,1400000,8.41744439
5425,90,B,9,16.8,2000000,8.48134282
5425,90,B,9,16.8,3000000,8.544493969
5425,90,B,6,21.1,2600000,8.573251863
5425,90,B,9,16.8,4000000,8.431605778
5425,90,B,6,21.1,1400000,8.478984471
5425,90,B,6,21.1,2100000,8.495784324
5425,90,C,0,16.8,220000,7.707840195
5425,90,C,0,16.8,90000,7.742166534
5425,90,C,0,16.8,23000,7.845695485
5425,90,C,9,17.8,3000000,8.484362893
5425,90,C,9,17.8,NA,8.528882928
5425,90,C,9,17.8,1000000,8.54006816
5425,90,C,3,16.1,2100000,8.599249922
5425,90,C,3,16.1,2000000,8.600303166
5425,90,C,3,16.1,2500000,8.650213728
5425,90,C,6,15.6,2800000,8.189620551
5425,90,C,6,15.6,1400000,8.20467481
5425,90,C,6,15.6,1800000,8.210923671
5425,91,A,6,22.4,30000,4.439487868
5425,91,A,9,22,11000000,4.876089647
5425,91,A,6,22.4,NA,4.935715826
5425,91,A,9,22,8000000,7.277520154
5425,91,A,0,20.4,15000,7.463857735
5425,91,A,0,20.4,23000,7.570332221
5425,91,A,0,20.4,23000,0.238985177
5425,91,A,3,18,400000,2.871389341
5425,91,A,3,18,600000,NA
5425,91,A,3,18,400000,2.161380378
5425,91,A,6,22.4,10000,3.991796075
5425,91,A,9,22,15000000,NA
5425,91,B,6,29.4,20000,3.988087536
5425,91,B,6,29.4,20000,4.38064
